"","X","HBW_names","Tree_names","HBW_species_common_name","HBW_family","HBW_family_common_name","Data_source","Literature_Museum","Outer_volume..cm3","Inner_volume..cm3","Outer_volume_full..cm3","External_diameter..cm","Thickness..cm","External_height..cm","Internal_diameter..cm","Internal_height..cm","Body_mass..g","Migration_status","Migration_coded","Clutch_size","Nestling_period..days","Nest_builder_identity","Loc_vegetation","Loc_ground","Loc_rock","Loc_cavity_obligatory","Mean_nest_height..m","Range_midpoint_latitude","N_S","Insularity","Insularity_2","Mean_temperature","Mean_rainfall"
"1186",1186,"Spiza_americana","Spiza_americana","Dickcissel","Cardinalidae","Cardinals","BNA","L",407.41,91.99,499.41,10.1,2.03,9.35,6.05,4.8,26.18,"Full Migrant",1,4,9,"Excl_Female Care",1,0,0,0,0.35,40.6,"N",0,0,13.49,82.91
"1191",1191,"Spizella_pallida","Spizella_pallida","Clay-colored Sparrow","Passerellidae","New World sparrows","BNA","L",340.83,41.48,382.3,10.55,2.98,6.56,4.59,3.76,11.2,"Full Migrant",1,4,8,"Female",1,1,0,0,0.33,52.57,"N",0,0,5.25,48.75
"1192",1192,"Spizella_passerina","Spizella_passerina","Chipping Sparrow","Passerellidae","New World sparrows","Tring","M",83.72,38.89,122.61,8.38,1.62,3.36,5.14,2.81,12.2,"Full Migrant",1,4,10.5,"Female",1,1,0,0,9.5,50.35,"N",0,0,7.37,58.92
"1193",1193,"Spizella_passerina","Spizella_passerina","Chipping Sparrow","Passerellidae","New World sparrows","BNA","L",222.42,38.97,261.4,8.6,1.85,6.75,4.9,3.1,12.2,"Full Migrant",1,4,10.5,"Female",1,1,0,0,9.5,50.35,"N",0,0,7.37,58.92
"1194",1194,"Spizella_passerina","Spizella_passerina","Chipping Sparrow","Passerellidae","New World sparrows","BNA","L",327.5,45.56,373.06,11.2,3.19,5.68,4.83,3.73,12.2,"Full Migrant",1,4,10.5,"Female",1,1,0,0,9.5,50.35,"N",0,0,7.37,58.92
"1195",1195,"Spizella_pusilla","Spizella_pusilla","Field Sparrow","Passerellidae","New World sparrows","BNA","L",461.79,51.86,513.64,12.4,3.69,6.38,5.02,3.93,12.5,"Full Migrant",1,4,8,"Female",1,1,0,0,1.05,39.82,"N",0,0,13.72,90.12
"1204",1204,"Stomiopera_flava","Lichenostomus_flavus","Yellow Honeyeater","Meliphagidae","Honeyeaters","HBW","L",128.12,84.88,213,8.2,0.98,6.05,6.25,4.15,21.4,"Not a Migrant",0,1.92,13,"Excl_Group Care",1,0,0,0,4.25,-17.27,"S",0,0,24.81,92.06
"1205",1205,"Stomiopera_unicolor","Lichenostomus_unicolor","White-gaped Honeyeater","Meliphagidae","Honeyeaters","HBW","L",300.56,119.87,420.43,10.05,1.68,7.95,6.7,5.1,30.7,"Not a Migrant",0,2,13.5,"Female",1,0,0,0,6.6,-16.41,"S",0,0,26.32,80.62
"1213",1213,"Sugomel_nigrum","Certhionyx_niger","Black Honeyeater","Meliphagidae","Honeyeaters","HBW","L",92.53,20.29,112.82,6.5,1.18,5.1,4.15,2.25,9.9,"Full Migrant",1,1.91,15.5,"Mainly Female",1,0,0,0,1.33,-26.53,"S",0,0,23.94,24.6
"1216",1216,"Sylvia_atricapilla","Sylvia_atricapilla","Eurasian Blackcap","Sylviidae","Old World warblers and parrotbills","Tring","M",184.58,59.94,244.51,9.82,2.13,4.73,5.56,3.69,16.7,"Full Migrant",1,5,11.5,"Both",1,0,0,0,4.5,53.06,"N",0,0,8.88,53.63
"1217",1217,"Sylvia_atricapilla","Sylvia_atricapilla","Eurasian Blackcap","Sylviidae","Old World warblers and parrotbills","BWP","L",219.65,83.13,302.78,9.9,1.8,5.9,6.3,4,16.7,"Full Migrant",1,5,11.5,"Both",1,0,0,0,4.5,53.06,"N",0,0,8.88,53.63
"1218",1218,"Sylvia_borin","Sylvia_borin","Garden Warbler","Sylviidae","Old World warblers and parrotbills","BWP","L",292.1,83.13,375.22,10.5,2.1,6.5,6.3,4,18.2,"Full Migrant",1,4.5,10,"Both",1,1,0,0,1,56.43,"N",0,0,7.27,47.92
"1219",1219,"Sylvia_borin","Sylvia_borin","Garden Warbler","Sylviidae","Old World warblers and parrotbills","Tring","M",256.24,81.41,337.65,11.38,2.59,4.96,6.19,4.01,18.2,"Full Migrant",1,4.5,10,"Both",1,1,0,0,1,56.43,"N",0,0,7.27,47.92
"1220",1220,"Sylvia_cantillans","Sylvia_cantillans","Subalpine Warbler","Sylviidae","Old World warblers and parrotbills","BWP","L",156.17,52.95,209.12,8.6,1.65,5.4,5.3,3.6,9.6,"Full Migrant",1,4,11,"Both",1,0,0,0,0.8,40.76,"N",0,0,14.77,44.32
"1221",1221,"Sylvia_cantillans","Sylvia_cantillans","Subalpine Warbler","Sylviidae","Old World warblers and parrotbills","Tring","M",182.29,46.16,228.45,9.13,2.1,5.21,4.94,3.61,9.6,"Full Migrant",1,4,11,"Both",1,0,0,0,0.8,40.76,"N",0,0,14.77,44.32
"1222",1222,"Sylvia_communis","Sylvia_communis","Greater Whitethroat","Sylviidae","Old World warblers and parrotbills","Tring","M",264.79,80.28,345.07,10.75,2.45,5.66,5.85,4.41,15.1,"Full Migrant",1,4.5,11,"Mainly Female",1,1,0,0,1,52.27,"N",0,0,8.14,46
"1223",1223,"Sylvia_communis","Sylvia_communis","Greater Whitethroat","Sylviidae","Old World warblers and parrotbills","BWP","L",315.22,106.19,421.41,10.5,2,7.3,6.5,4.8,15.1,"Full Migrant",1,4.5,11,"Mainly Female",1,1,0,0,1,52.27,"N",0,0,8.14,46
"1224",1224,"Sylvia_conspicillata","Sylvia_conspicillata","Spectacled Warbler","Sylviidae","Old World warblers and parrotbills","BWP","L",223.75,70.61,294.36,9.3,1.85,6.5,5.6,4.3,9,"Full Migrant",1,4,11,"Both",1,1,0,0,2,33.18,"N",0,0,16.94,29.77
"1225",1225,"Sylvia_conspicillata","Sylvia_conspicillata","Spectacled Warbler","Sylviidae","Old World warblers and parrotbills","Tring","M",248.69,58.14,306.83,9.79,2.29,6.14,5.2,4.09,9,"Full Migrant",1,4,11,"Both",1,1,0,0,2,33.18,"N",0,0,16.94,29.77
"1226",1226,"Sylvia_curruca","Sylvia_curruca","Lesser Whitethroat","Sylviidae","Old World warblers and parrotbills","Tring","M",168.5,46.74,215.24,9.65,2.15,4.37,5.35,3.1,11.44,"Full Migrant",1,5,12.5,"Both",1,0,0,0,1.26,54.84,"N",0,0,6.2,37
"1227",1227,"Sylvia_curruca","Sylvia_curruca","Lesser Whitethroat","Sylviidae","Old World warblers and parrotbills","BWP","L",169.08,67.32,236.4,8.9,1.65,5.7,5.6,4.1,11.44,"Full Migrant",1,5,12.5,"Both",1,0,0,0,1.26,54.84,"N",0,0,6.2,37
"1229",1229,"Sylvia_hortensis","Sylvia_hortensis","Western Orphean Warbler","Sylviidae","Old World warblers and parrotbills","BWP","L",283.85,108.95,392.8,11,2.1,6.2,6.8,4.5,21.9,"Full Migrant",1,4,13,"Both",1,0,0,0,2,40.79,"N",0,0,15.03,41.32
"1230",1230,"Sylvia_hortensis","Sylvia_hortensis","Western Orphean Warbler","Sylviidae","Old World warblers and parrotbills","Tring","M",234.14,76.9,311.04,10.18,2.11,5.73,5.96,4.14,21.9,"Full Migrant",1,4,13,"Both",1,0,0,0,2,40.79,"N",0,0,15.03,41.32
"1231",1231,"Sylvia_leucomelaena","Sylvia_leucomelaena","Arabian Warbler","Sylviidae","Old World warblers and parrotbills","BWP","L",217.29,47.52,264.81,8.5,1.5,7,5.5,3,13.9,"Not a Migrant",0,2.7,14.5,"Both",1,0,0,0,1.9,18.23,"N",0,0,24.63,11
"1232",1232,"Sylvia_melanocephala","Sylvia_melanocephala","Sardinian Warbler","Sylviidae","Old World warblers and parrotbills","Tring","M",198.4,52.27,250.67,9.66,2.17,5.01,5.32,3.47,11.7,"Full Migrant",1,4,12.5,"Mainly Female",1,0,0,0,1.65,36.55,"N",0,0,15.27,42.88
"1233",1233,"Sylvia_melanocephala","Sylvia_melanocephala","Sardinian Warbler","Sylviidae","Old World warblers and parrotbills","BWP","L",198.37,70.46,268.83,9.1,1.65,6.2,5.8,4,11.7,"Full Migrant",1,4,12.5,"Mainly Female",1,0,0,0,1.65,36.55,"N",0,0,15.27,42.88
"1234",1234,"Sylvia_mystacea","Sylvia_mystacea","Menetries's Warbler","Sylviidae","Old World warblers and parrotbills","Tring","M",206.61,51.29,257.9,9.71,2.24,5.13,5.22,3.61,9.9,"Full Migrant",1,5,10.5,"Both",1,1,0,0,0.75,41.04,"N",0,0,15.8,31.33
"1235",1235,"Sylvia_mystacea","Sylvia_mystacea","Menetries's Warbler","Sylviidae","Old World warblers and parrotbills","BWP","L",206.06,65.65,271.72,9.3,1.95,6,5.4,4.3,9.9,"Full Migrant",1,5,10.5,"Both",1,1,0,0,0.75,41.04,"N",0,0,15.8,31.33
"1237",1237,"Sylvia_nisoria","Sylvia_nisoria","Barred Warbler","Sylviidae","Old World warblers and parrotbills","Tring","M",868.64,115.31,983.95,15.27,4.24,7.93,6.79,4.78,22.5,"Full Migrant",1,4.5,10.5,"Mainly Female",1,0,0,0,1.15,51.23,"N",0,0,8.45,39.14
"1238",1238,"Sylvia_nisoria","Sylvia_nisoria","Barred Warbler","Sylviidae","Old World warblers and parrotbills","BWP","L",374.25,136.09,510.34,11.8,2.1,7,7.6,4.5,22.5,"Full Migrant",1,4.5,10.5,"Mainly Female",1,0,0,0,1.15,51.23,"N",0,0,8.45,39.14
"1241",1241,"Sylvia_sarda","Sylvia_sarda","Marmora's Warbler","Sylviidae","Old World warblers and parrotbills","BWP","L",210.27,42.22,252.5,8.3,1.75,7,4.8,3.5,9.8,"Full Migrant",1,3.8,12.5,"Both",1,1,0,0,0.7,40.09,"N",1,0,14.13,47.2
"1242",1242,"Sylvia_sarda","Sylvia_sarda","Marmora's Warbler","Sylviidae","Old World warblers and parrotbills","Tring","M",229.69,50.21,279.9,10.08,2.23,5.26,5.63,3.03,9.8,"Full Migrant",1,3.8,12.5,"Both",1,1,0,0,0.7,40.09,"N",1,0,14.13,47.2
"1243",1243,"Sylvia_undata","Sylvia_undata","Dartford Warbler","Sylviidae","Old World warblers and parrotbills","BWP","L",149.77,57.02,206.79,8.8,1.65,5.1,5.5,3.6,10.8,"Not a Migrant",0,4.5,12,"Both",1,0,0,0,0.38,40.67,"N",0,0,13.74,54.76
"1244",1244,"Sylvia_undata","Sylvia_undata","Dartford Warbler","Sylviidae","Old World warblers and parrotbills","Tring","M",204.67,51.22,255.89,9.47,2.22,5.41,5.03,3.85,10.8,"Not a Migrant",0,4.5,12,"Both",1,0,0,0,0.38,40.67,"N",0,0,13.74,54.76
"1250",1250,"Symposiachrus_trivirgatus","Monarcha_trivirgatus","Spectacled Monarch","Monarchidae","Monarch-flycatchers","Tring","M",126.48,45.81,172.29,7.18,1.23,6.52,4.71,4.01,12.7,"Full Migrant",1,2,18.5,"Both",1,0,0,0,6,-16.6,"S",0,0,22.89,105.48
"1255",1255,"Tangara_cayana","Tangara_cayana","Burnished-buff Tanager","Thraupidae","Tanagers","NBO","L",173.78,44.51,218.28,8.2,1.6,6.2,5,3.4,18,"Not a Migrant",0,2,15,"Female",1,0,0,0,2,5.84,"N",0,0,26.13,176.42
"1258",1258,"Tangara_episcopus","Thraupis_episcopus","Blue-grey Tanager","Thraupidae","Tanagers","Tring","M",415.79,81.01,496.8,12.17,3.03,6.37,6.11,4.17,35,"Not a Migrant",0,2,17.5,"Both",1,0,0,0,16.5,-1.33,"S",0,0,25.51,186.02
"1266",1266,"Tangara_palmarum","Thraupis_palmarum","Palm Tanager","Thraupidae","Tanagers","Tring","M",288.84,56.99,345.83,11.71,3.19,4.82,5.32,3.84,39,"Full Migrant",1,2,19,"Both",1,0,0,0,18,-7.37,"S",0,0,24.73,158.74
"1272",1272,"Tchagra_australis","Tchagra_australis","Brown-crowned Tchagra","Malaconotidae","Bush-shrikes","Tring","M",137.21,63.69,200.9,9.83,1.61,3.91,6.61,2.77,32.3,"Not a Migrant",0,3,15.5,"Both",1,0,0,0,1,-9.21,"S",0,0,22.4,89.65
"1273",1273,"Tchagra_senegalus","Tchagra_senegalus","Black-crowned Tchagra","Malaconotidae","Bush-shrikes","Tring","M",188.65,74.55,263.2,10.61,1.8,4.37,7.01,2.84,53.5,"Not a Migrant",0,2.5,15,"Both",1,0,0,0,4,-0.78,"S",0,0,24.09,83.75
"1275",1275,"Telespiza_cantans","Telespiza_cantans","Laysan Finch","Fringillidae","Finches","Tring","M",501.85,60.67,562.52,14.01,3.73,5.25,6.55,2.74,33.28,"Not a Migrant",0,4,24,"Female",1,0,0,0,0.27,25.75,"N",1,1,22.83,56.5
"1276",1276,"Telespiza_cantans","Telespiza_cantans","Laysan Finch","Fringillidae","Finches","BNA","L",526.13,151.96,678.09,13.7,3.15,6.9,7.4,5.3,33.28,"Not a Migrant",0,4,24,"Female",1,0,0,0,0.27,25.75,"N",1,1,22.83,56.5
"1277",1277,"Telespiza_cantans","Telespiza_cantans","Laysan Finch","Fringillidae","Finches","BNA","L",801.61,100.3,901.91,15.8,4.35,6.9,7.1,3.8,33.28,"Not a Migrant",0,4,24,"Female",1,0,0,0,0.27,25.75,"N",1,1,22.83,56.5
"1278",1278,"Telophorus_zeylonus","Telophorus_zeylonus","Bokmakierie","Malaconotidae","Bush-shrikes","Tring","M",542.76,134.72,677.48,13.08,2.73,7.52,7.62,4.43,65.02,"Not a Migrant",0,3,18,"Both",1,1,0,0,0.3,-29.05,"S",0,0,19.01,36.35
"1283",1283,"Terpsiphone_mutata","Terpsiphone_mutata","Madagascar Paradise-flycatcher","Monarchidae","Monarch-flycatchers","Tring","M",169.41,55.36,224.77,7.21,1.23,8.25,4.75,4.69,13.19,"Not a Migrant",0,3,10,"Both",1,0,0,0,3.25,-19.51,"S",1,0,22.89,115.21
"1284",1284,"Terpsiphone_paradisi","Terpsiphone_paradisi","Indian Paradise-flycatcher","Monarchidae","Monarch-flycatchers","HBW","L",168.01,58.5,226.51,7.4,0.88,7.9,5.65,3.5,19.23,"Full Migrant",1,3.5,12.5,"Mainly Female",1,0,0,0,8,27.57,"N",0,0,24.49,56.5
"1287",1287,"Terpsiphone_viridis","Terpsiphone_viridis","African Paradise-flycatcher","Monarchidae","Monarch-flycatchers","HBW","L",113.72,41.35,155.07,6.75,1,6.5,4.75,3.5,13.23,"Full Migrant",1,3,12.33,"Both",1,0,0,0,5.75,-2.7,"S",0,0,23.65,92.45
"1290",1290,"Thamnophilus_atrinucha","Thamnophilus_atrinucha","Black-crowned Antshrike","Thamnophilidae","Typical antbirds","NBO","L",165.5,89.31,254.81,7.95,1.03,7.7,5.9,4.9,23.6,"Not a Migrant",0,2,9.5,"Both",1,0,0,0,2.5,8.27,"N",0,0,25.33,201.09
"1298",1298,"Thamnophilus_torquatus","Thamnophilus_torquatus","Rufous-winged Antshrike","Thamnophilidae","Typical antbirds","HBW","L",128.41,147.26,275.67,9,0.75,6.5,7.5,5,21.1,"Not a Migrant",0,2,10,"Both",1,0,0,0,1.1,-14.05,"S",0,0,23.73,113.75
"1305",1305,"Toxostoma_curvirostre","Toxostoma_curvirostre","Curve-billed Thrasher","Mimidae","Mockingbirds and thrashers","BNA","L",4107.13,587.48,4694.61,22.7,6,17.4,10.7,9.8,80.54,"Not a Migrant",0,3,15,"Both",1,0,0,0,1.5,28.17,"N",0,0,20.11,34.08
"1306",1306,"Toxostoma_lecontei","Toxostoma_lecontei","Le Conte's Thrasher","Mimidae","Mockingbirds and thrashers","BNA","L",7841.94,339.29,8181.23,25,8,25,9,8,61.9,"Not a Migrant",0,3.3,15,"Both",1,0,0,0,1.25,34.69,"N",0,0,19.92,7.91
"1309",1309,"Toxostoma_redivivum","Toxostoma_redivivum","California Thrasher","Mimidae","Mockingbirds and thrashers","BNA","M",4194.34,223.52,4417.86,25,7.58,13.5,9.85,4.4,84.4,"Not a Migrant",0,3.5,15.5,"Both",1,0,0,0,2.25,34.54,"N",0,0,14.71,36.77
"1312",1312,"Toxostoma_rufum","Toxostoma_rufum","Brown Thrasher","Mimidae","Mockingbirds and thrashers","BNA","L",810.49,217.16,1027.64,14.85,2.83,8.9,9.2,4.9,68.8,"Full Migrant",1,3.5,11.5,"Both",1,1,0,0,1,42.66,"N",0,0,11.88,79.59
"1318",1318,"Trochocercus_nitens","Trochocercus_nitens","Western Crested-flycatcher","Monarchidae","Monarch-flycatchers","HBW","L",76.54,36.56,113.1,6,0.7,6,4.6,3.3,11.8,"Not a Migrant",0,2,12,"Both",1,0,0,0,8.5,0.01,"N",0,0,24.51,141.96
"1328",1328,"Turdus_grayi","Turdus_grayi","Clay-colored Thrush","Turdidae","Thrushes","Tring","M",467.56,192.77,660.33,13.53,2.37,6.89,8.78,4.77,79.5,"Not a Migrant",0,3,13,"Mainly Female",1,0,0,0,15.5,17.39,"N",0,0,24.43,148.53
"1329",1329,"Turdus_iliacus","Turdus_iliacus","Redwing","Turdidae","Thrushes","Tring","M",702.45,171.74,874.19,14.21,3.1,8.23,8.01,5.1,61.2,"Full Migrant",1,5,13.5,"Female",1,1,0,0,1,62.99,"N",0,0,0.35,35.71
"1330",1330,"Turdus_iliacus","Turdus_iliacus","Redwing","Turdidae","Thrushes","BWP","L",687.96,199.5,887.46,13.5,2.55,9.3,8.4,5.4,61.2,"Full Migrant",1,5,13.5,"Female",1,1,0,0,1,62.99,"N",0,0,0.35,35.71
"1333",1333,"Turdus_merula","Turdus_merula","Eurasian Blackbird","Turdidae","Thrushes","Tring","M",1203.7,281.56,1485.26,16.41,3.52,10.44,9.36,6.05,102.73,"Full Migrant",1,3.5,13.5,"Mainly Female",1,1,1,0,7.5,52.33,"N",0,0,9.31,51.83
"1334",1334,"Turdus_merula","Turdus_merula","Eurasian Blackbird","Turdidae","Thrushes","BWP","L",1163.14,336.92,1500.06,15.2,2.7,12.4,9.8,6.7,102.73,"Full Migrant",1,3.5,13.5,"Mainly Female",1,1,1,0,7.5,52.33,"N",0,0,9.31,51.83
"1335",1335,"Turdus_migratorius","Turdus_migratorius","American Robin","Turdidae","Thrushes","BNA","L",691.54,340.34,1031.88,13.9,1.95,10.2,10,6.5,78.5,"Full Migrant",1,3,13,"Mainly Female",1,1,1,0,16,54.62,"N",0,0,4.68,51.93
"1336",1336,"Turdus_migratorius","Turdus_migratorius","American Robin","Turdidae","Thrushes","BNA","L",963.18,229.86,1193.04,14.2,2.75,11.3,8.7,5.8,78.5,"Full Migrant",1,3,13,"Mainly Female",1,1,1,0,16,54.62,"N",0,0,4.68,51.93
"1337",1337,"Turdus_migratorius","Turdus_migratorius","American Robin","Turdidae","Thrushes","BNA","L",879.65,268.83,1148.48,13.3,2.1,12.4,9.1,6.2,78.5,"Full Migrant",1,3,13,"Mainly Female",1,1,1,0,16,54.62,"N",0,0,4.68,51.93
"1338",1338,"Turdus_migratorius","Turdus_migratorius","American Robin","Turdidae","Thrushes","Tring","M",482.44,226.5,708.94,13.37,2.22,7.58,8.93,5.43,78.5,"Full Migrant",1,3,13,"Mainly Female",1,1,1,0,16,54.62,"N",0,0,4.68,51.93
"1339",1339,"Turdus_migratorius","Turdus_migratorius","American Robin","Turdidae","Thrushes","BNA","L",860.87,265.9,1126.77,13.8,2.3,11.3,9.2,6,78.5,"Full Migrant",1,3,13,"Mainly Female",1,1,1,0,16,54.62,"N",0,0,4.68,51.93
"1340",1340,"Turdus_migratorius","Turdus_migratorius","American Robin","Turdidae","Thrushes","BNA","L",1039.82,243.28,1283.1,15.5,3.35,10.2,8.8,6,78.5,"Full Migrant",1,3,13,"Mainly Female",1,1,1,0,16,54.62,"N",0,0,4.68,51.93
"1344",1344,"Turdus_philomelos","Turdus_philomelos","Song Thrush","Turdidae","Thrushes","BWP","L",1051.36,290.51,1341.86,14.8,2.85,11.7,9.1,6.7,67.74,"Full Migrant",1,4,13,"Female",1,1,1,0,4,58.09,"N",0,0,5.38,45.3
"1345",1345,"Turdus_philomelos","Turdus_philomelos","Song Thrush","Turdidae","Thrushes","Tring","M",897.45,265.68,1163.13,15.81,3.43,8.94,8.95,6.35,67.74,"Full Migrant",1,4,13,"Female",1,1,1,0,4,58.09,"N",0,0,5.38,45.3
"1346",1346,"Turdus_pilaris","Turdus_pilaris","Fieldfare","Turdidae","Thrushes","BWP","L",1071.16,348.96,1420.12,14.5,2.3,12.9,9.9,6.8,106,"Full Migrant",1,5.5,13.5,"Female",1,1,1,0,5,60.55,"N",0,0,2.05,38.47
"1348",1348,"Turdus_torquatus","Turdus_torquatus","Ring Ouzel","Turdidae","Thrushes","BWP","L",1640.97,337.75,1978.72,17.6,3.7,12.2,10.2,6.2,109,"Full Migrant",1,4.5,15,"Mainly Female",1,1,0,0,8,65.95,"N",0,0,6.33,69.64
"1349",1349,"Turdus_torquatus","Turdus_torquatus","Ring Ouzel","Turdidae","Thrushes","BWP","L",460.23,186.31,646.54,14,2.43,6.3,9.15,4.25,109,"Full Migrant",1,4.5,15,"Mainly Female",1,1,0,0,8,65.95,"N",0,0,6.33,69.64
"1350",1350,"Turdus_viscivorus","Turdus_viscivorus","Mistle Thrush","Turdidae","Thrushes","BWP","L",1320.66,345.92,1666.58,18.5,4.15,9.3,10.2,6.35,117.37,"Full Migrant",1,4,15,"Mainly Female",1,0,0,0,11,54.78,"N",0,0,7.17,45.66
"1351",1351,"Turdus_viscivorus","Turdus_viscivorus","Mistle Thrush","Turdidae","Thrushes","Tring","M",1143.58,244.51,1388.09,17.58,4.18,8.43,9.21,5.24,117.37,"Full Migrant",1,4,15,"Mainly Female",1,0,0,0,11,54.78,"N",0,0,7.17,45.66
"1352",1352,"Tylas_eduardi","Tylas_eduardi","Tylas Vanga","Vangidae","Vangas and allies","HBW","L",136.05,123.85,259.9,9.5,1.13,5.5,7.25,4.5,46.8,"Not a Migrant",0,2,15,"Both",1,0,0,0,5.5,-18.71,"S",1,0,21.85,141.66
"1355",1355,"Tyrannus_dominicensis","Tyrannus_dominicensis","Grey Kingbird","Tyrannidae","Tyrant-flycatchers","BNA","L",1978.75,132.41,2111.15,24,7.75,7,8.5,3.5,46.5,"Full Migrant",1,3,17,"Female",1,0,0,0,8.1,9.06,"N",0,0,24.86,111.71
"1356",1356,"Tyrannus_forficatus","Tyrannus_forficatus","Scissor-tailed Flycatcher","Tyrannidae","Tyrant-flycatchers","BNA","L",692.57,154.24,846.81,15.2,3.8,7,7.6,5.1,39.3,"Full Migrant",1,4.5,15.5,"Female",1,0,0,0,5.15,33.72,"N",0,0,18.72,77.43
"1357",1357,"Tyrannus_forficatus","Tyrannus_forficatus","Scissor-tailed Flycatcher","Tyrannidae","Tyrant-flycatchers","BNA","L",289.44,147.87,437.31,12,1.9,5.8,8.2,4.2,39.3,"Full Migrant",1,4.5,15.5,"Female",1,0,0,0,5.15,33.72,"N",0,0,18.72,77.43
"1358",1358,"Tyrannus_melancholicus","Tyrannus_melancholicus","Tropical Kingbird","Tyrannidae","Tyrant-flycatchers","BNA","L",615.07,102.63,717.7,13.75,3.38,7.25,7,4,37.4,"Full Migrant",1,2.5,18.5,"Female",1,0,0,0,8.4,-12.62,"S",0,0,23.48,138.67
"1359",1359,"Tyrannus_melancholicus","Tyrannus_melancholicus","Tropical Kingbird","Tyrannidae","Tyrant-flycatchers","Tring","M",581.62,90,671.63,12.69,3.1,7.97,6.48,4.09,37.4,"Full Migrant",1,2.5,18.5,"Female",1,0,0,0,8.4,-12.62,"S",0,0,23.48,138.67
"1362",1362,"Tyrannus_tyrannus","Tyrannus_tyrannus","Eastern Kingbird","Tyrannidae","Tyrant-flycatchers","BNA","L",593.62,137.89,731.51,12.6,2.48,8.8,7.65,4.5,39.85,"Full Migrant",1,3,16.5,"Female",1,0,0,0,10.01,47.64,"N",0,0,8.82,67.24
"1363",1363,"Tyrannus_tyrannus","Tyrannus_tyrannus","Eastern Kingbird","Tyrannidae","Tyrant-flycatchers","HBW","L",710.57,136.09,846.66,14,3.2,8.25,7.6,4.5,39.85,"Full Migrant",1,3,16.5,"Female",1,0,0,0,10.01,47.64,"N",0,0,8.82,67.24
"1364",1364,"Tyrannus_verticalis","Tyrannus_verticalis","Western Kingbird","Tyrannidae","Tyrant-flycatchers","BNA","L",1276.02,180.06,1456.08,15.9,4.1,11,7.7,5.8,39.6,"Full Migrant",1,4,16,"Female",1,0,1,0,10,41.95,"N",0,0,11.06,43.02
"1365",1365,"Tyrannus_vociferans","Tyrannus_vociferans","Cassin's Kingbird","Tyrannidae","Tyrant-flycatchers","HBW","L",1384.16,186.63,1570.8,20,5.55,7.5,8.9,4.5,45.6,"Full Migrant",1,4.1,13,"Female",1,0,0,0,8.9,28.54,"N",0,0,17.15,28.75
"1366",1366,"Vermivora_chrysoptera","Vermivora_chrysoptera","Golden-winged Warbler","Parulidae","New World warblers","BNA","L",711.86,72.69,784.54,12.15,3.4,10.15,5.35,4.85,8.74,"Full Migrant",1,4.5,9,"Female",0,1,0,0,0.15,43.68,"N",0,0,9.09,82.13
"1367",1367,"Vermivora_cyanoptera","Vermivora_pinus","Blue-winged Warbler","Parulidae","New World warblers","BNA","L",633.78,67.25,701.03,11.6,3.2,9.95,5.2,4.75,8.9,"Full Migrant",1,5.5,9.5,"Mainly Female",0,1,0,0,0,39.76,"N",0,0,12.9,99.33
"1368",1368,"Vireo_altiloquus","Vireo_altiloquus","Black-whiskered Vireo","Vireonidae","Vireos","BNA","L",119.71,59.02,178.73,7.45,1.15,6.15,5.15,4.25,18.97,"Full Migrant",1,3,11,"Female",1,0,0,0,3.05,21.66,"N",1,0,24.76,115.21
"1369",1369,"Vireo_altiloquus","Vireo_altiloquus","Black-whiskered Vireo","Vireonidae","Vireos","Tring","M",222.48,62.91,285.39,9.13,1.89,6.53,5.35,4.2,18.97,"Full Migrant",1,3,11,"Female",1,0,0,0,3.05,21.66,"N",1,0,24.76,115.21
"1371",1371,"Vireo_bellii","Vireo_bellii","Bell's Vireo","Vireonidae","Vireos","BNA","L",174.26,48.77,223.03,7.1,1.3,8.45,4.5,4.6,8.5,"Full Migrant",1,4,11.5,"Both",1,0,0,0,4.1,35.39,"N",0,0,17,62.14
"1372",1372,"Vireo_bellii","Vireo_bellii","Bell's Vireo","Vireonidae","Vireos","Tring","M",107.61,31.12,138.73,6.86,1.51,5.62,3.84,4.01,8.5,"Full Migrant",1,4,11.5,"Both",1,0,0,0,4.1,35.39,"N",0,0,17,62.14
"1375",1375,"Vireo_bellii","Vireo_bellii","Bell's Vireo","Vireonidae","Vireos","BNA","L",117.03,41.83,158.86,6.78,0.97,6.6,4.84,3.41,8.5,"Full Migrant",1,4,11.5,"Both",1,0,0,0,4.1,35.39,"N",0,0,17,62.14
"1378",1378,"Vireo_flavifrons","Vireo_flavifrons","Yellow-throated Vireo","Vireonidae","Vireos","BNA","L",113.11,58.9,172.01,7.25,1.13,6.25,5,4.5,18,"Full Migrant",1,4,13,"Both",1,0,0,0,12.5,39.47,"N",0,0,13.86,97.46
"1379",1379,"Vireo_gilvus","Vireo_gilvus","Warbling Vireo","Vireonidae","Vireos","BNA","L",117.88,47.25,165.13,7.25,1.25,6,4.75,4,12.67,"Full Migrant",1,3.5,14.75,"Female",1,0,0,0,19.05,47.74,"N",0,0,8.94,59.21
"1380",1380,"Vireo_griseus","Vireo_griseus","White-eyed Vireo","Vireonidae","Vireos","Tring","M",129.86,45.14,175,7.52,1.56,5.89,4.39,4.37,11.4,"Full Migrant",1,3.15,10,"Both",1,0,0,0,1.15,35.13,"N",0,0,17.43,101.14
